"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"gene:Solyc00g500096.2",0.325704662969616,-0.197873883112859,4.40735632394038,-0.0448962753562776,0.964189985687937,NA,"gene:Solyc00g500096.2"
"gene:Solyc00g500098.1",74.5731796718964,-3.34093107931598,2.37874991818341,-1.4044902550611,0.160172911510804,0.364195050657944,"gene:Solyc00g500098.1"
"gene:Solyc00g500099.1",56.002295861853,-4.62045124838815,1.73740603164181,-2.6593963438828,0.0078280813839974,0.0384893780495845,"gene:Solyc00g500099.1"
"gene:Solyc00g500102.1",14.302077754419,-3.51780932595792,1.50421753273421,-2.33863071623931,0.019354553691221,0.07866368546669,"gene:Solyc00g500102.1"
"gene:Solyc00g500101.1",8.28646630050112,-6.94988778655702,1.80709204936165,-3.84589583525204,0.000120112785393129,0.00112170061072971,"gene:Solyc00g500101.1"
"gene:Solyc00g025400.2",15.2133085629875,-3.43650559297818,2.45959810840772,-1.39718175145405,0.162358922863273,0.367399126206174,"gene:Solyc00g025400.2"
"gene:Solyc00g500104.2",18.4047367666174,-4.58572639127381,2.9995921871435,-1.52878328291713,0.126318177952335,0.309991982952601,"gene:Solyc00g500104.2"
"gene:Solyc00g022100.1",45.8890187333152,-2.6763749208223,1.35320241256899,-1.97780826871372,0.0479503403334059,0.156179005181724,"gene:Solyc00g022100.1"
"gene:Solyc00g500103.1",105.328339709612,-3.10656778338118,1.85498223663972,-1.67471565065156,0.0939900352327424,0.252978518634779,"gene:Solyc00g500103.1"
"gene:Solyc00g500112.1",16.4585606847993,-4.47851830015441,1.95864988190681,-2.28653336235593,0.0222230746551918,0.0880661214267403,"gene:Solyc00g500112.1"
"gene:Solyc00g142170.2",47.8424847749799,-4.71056791581891,2.93532761314448,-1.60478438410924,0.108541263744769,0.280595401584633,"gene:Solyc00g142170.2"
"gene:Solyc00g500116.1",7.19750864893986,-3.61656726147259,1.83208407927019,-1.97401817001393,0.0483796769220915,0.15707004461074,"gene:Solyc00g500116.1"
"gene:Solyc00g500108.1",0.163248389081338,-2.01102620894514,1.55096577880686,-1.29662835661802,0.194759090786249,NA,"gene:Solyc00g500108.1"
"gene:Solyc00g500106.1",9.24513862311059,-2.89263269188355,3.34927704217807,-0.86365883008664,0.387775336149377,0.618401094629044,"gene:Solyc00g500106.1"
"gene:Solyc00g500107.1",26.2634207093413,-2.86369729390478,2.21172713300477,-1.29477875058406,0.195396564367815,0.413189542597617,"gene:Solyc00g500107.1"
"gene:Solyc00g500118.1",7.20527658085623,-5.9873284462735,2.12892052393902,-2.81237762469193,0.00491767320480921,0.0264048246526723,"gene:Solyc00g500118.1"
"gene:Solyc00g500119.1",14.5532624805338,-3.31907474529107,2.03915620144671,-1.6276706722792,0.103594734931771,0.271315272339437,"gene:Solyc00g500119.1"
"gene:Solyc00g160340.1",3.11935232972538,-0.163607954070598,1.84106411985499,-0.0888659728393842,0.929188426267104,0.97423200075774,"gene:Solyc00g160340.1"
"gene:Solyc00g160350.1",6.66689591912974,0.351483955805031,0.502729977104822,0.6991505814497,0.484457930686846,0.698595265126913,"gene:Solyc00g160350.1"
"gene:Solyc00g500123.1",11.4689385460133,-0.36520447095009,0.493477848757264,-0.74006254155033,0.459262046335424,0.678310671743775,"gene:Solyc00g500123.1"
"gene:Solyc00g500124.1",6.64129959800493,-0.496560740897799,1.15312311288713,-0.430622485446968,0.666742888970474,0.827755183652693,"gene:Solyc00g500124.1"
"gene:Solyc00g500125.1",7.76594999666384,-0.676622231405278,2.37136364723999,-0.285330439383599,0.775390994436796,0.894166213864896,"gene:Solyc00g500125.1"
"gene:Solyc00g500128.1",5.72798794450381,-0.452525801370189,1.53562649243162,-0.294684810141317,0.768234667930182,0.89002079191356,"gene:Solyc00g500128.1"
"gene:Solyc00g500131.1",9.56250275628703,-0.621679269510609,0.77266836063224,-0.804587454573546,0.421057784012028,0.645771388713891,"gene:Solyc00g500131.1"
